,Variable,Year,Region,Subregion,Value
10130,Lupins area sown (ha),1992,QL,QLD West and South West,0.0
10131,Lupins produced (t),1992,QL,QLD West and South West,0.0
10132,Lupins receipts ($),1992,QL,QLD West and South West,0.0
10133,Net capital additions ($),1992,QL,QLD West and South West,27520.0
10134,Oats area sown (ha),1992,QL,QLD West and South West,0.0
10135,Oats produced (t),1992,QL,QLD West and South West,0.0
10136,Oats receipts ($),1992,QL,QLD West and South West,0.0
10137,Off farm contracts ($),1992,QL,QLD West and South West,1600.0
10138,Off farm sharefarming ($),1992,QL,QLD West and South West,0.0
10139,Off-farm work for owner manager (hrsperwk),1992,QL,QLD West and South West,0.0
10140,Off-farm work for spouse (hrsperwk),1992,QL,QLD West and South West,1.0
10141,Oilseeds area sown (ha),1992,QL,QLD West and South West,0.0
10142,Oilseeds produced (t),1992,QL,QLD West and South West,0.0
10143,Oilseeds receipts ($),1992,QL,QLD West and South West,0.0
10144,Other administration expenses ($),1992,QL,QLD West and South West,12490.0
10145,Other farm income ($),1992,QL,QLD West and South West,18250.0
10146,Other livestock purchased ($),1992,QL,QLD West and South West,420.0
10147,Other livestock receipts ($),1992,QL,QLD West and South West,2010.0
10148,Other materials ($),1992,QL,QLD West and South West,5230.0
10149,Other services ($),1992,QL,QLD West and South West,11910.0
10150,Payments to sharefarmers ($),1992,QL,QLD West and South West,0.0
10151,Population,1992,QL,QLD West and South West,598.0
10152,Produce purchased for resale ($),1992,QL,QLD West and South West,0.0
10153,Profit at full equity ($),1992,QL,QLD West and South West,196440.0
10154,Profit at full equity including capital appreciation ($),1992,QL,QLD West and South West,80280.0
10155,Rams at 30 June (no.),1992,QL,QLD West and South West,54.0
10156,Rate of return ex. capital appreciation (%),1992,QL,QLD West and South West,5.0
10157,Rate of return inc. capital appreciation (%),1992,QL,QLD West and South West,2.0
10158,Repairs and maintenance ($),1992,QL,QLD West and South West,59110.0
10159,Rice area sown (ha),1992,QL,QLD West and South West,0.0
10160,Sample Contributing,1992,QL,QLD West and South West,35.0
10161,Seed ($),1992,QL,QLD West and South West,80.0
10162,Shearing crutching ($),1992,QL,QLD West and South West,47970.0
10163,Sheep and lambs shorn (no.),1992,QL,QLD West and South West,7211.0
10164,Sheep flock at 30 June (no.),1992,QL,QLD West and South West,6416.0
10165,Sheep purchased ($),1992,QL,QLD West and South West,7300.0
10166,Sheep purchased (no.),1992,QL,QLD West and South West,147.0
10167,Sheep receipts ($),1992,QL,QLD West and South West,12960.0
10168,Sheep sold (no.),1992,QL,QLD West and South West,1104.0
10169,Shire and PPB rates ($),1992,QL,QLD West and South West,18410.0
10170,Sorghum area sown (ha),1992,QL,QLD West and South West,0.0
10171,Sorghum produced (t),1992,QL,QLD West and South West,0.0
10172,Sorghum receipts ($),1992,QL,QLD West and South West,0.0
10173,Steers and other beef cattle at 30 June (no.),1992,QL,QLD West and South West,682.0
10174,Stores and rations ($),1992,QL,QLD West and South West,12340.0
10175,Telephone ($),1992,QL,QLD West and South West,6620.0
10176,Total area cropped (ha),1992,QL,QLD West and South West,0.0
10177,Total area irrigated (ha),1992,QL,QLD West and South West,26.0
10178,Total cash costs ($),1992,QL,QLD West and South West,656660.0
10179,Total cash receipts ($),1992,QL,QLD West and South West,825070.0
10180,Total closing capital ($),1992,QL,QLD West and South West,3955860.0
10181,Total crop gross receipts ($),1992,QL,QLD West and South West,0.0
10182,Total family income ($),1992,QL,QLD West and South West,84910.0
10183,Total freight ($),1992,QL,QLD West and South West,33010.0
10184,Total labor used (weeks),1992,QL,QLD West and South West,183.0
10185,Total non farm income ($),1992,QL,QLD West and South West,22550.0
10186,Total off farm wages ($),1992,QL,QLD West and South West,1970.0
10187,Total wool sold (kg),1992,QL,QLD West and South West,27265.0
10188,Value of land and fixed improvements ($),1992,QL,QLD West and South West,2540680.0
10189,Vet fees ($),1992,QL,QLD West and South West,420.0
10190,Wages for hired labor ($),1992,QL,QLD West and South West,51150.0
10191,Water charges ($),1992,QL,QLD West and South West,0.0
10192,Wethers at 30 June (no.),1992,QL,QLD West and South West,1983.0
10193,Wheat area sown (ha),1992,QL,QLD West and South West,0.0
10194,Wheat produced (t),1992,QL,QLD West and South West,0.0
10195,Wheat receipts ($),1992,QL,QLD West and South West,0.0
10196,Wheat sold (t),1992,QL,QLD West and South West,0.0
10197,Wool cut per head (kg),1992,QL,QLD West and South West,4.2
10198,Wool produced (kg),1992,QL,QLD West and South West,30367.0
10199,Wool receipts ($),1992,QL,QLD West and South West,198080.0
10200,AI stud fees and herd testing ($),1992,QL,QLD Western Downs and Central Highlands,870.0
10201,Accounting services ($),1992,QL,QLD Western Downs and Central Highlands,3900.0
10202,Advisory services ($),1992,QL,QLD Western Downs and Central Highlands,350.0
10203,Age of owner manager (yrs),1992,QL,QLD Western Downs and Central Highlands,52.0
10204,Age of spouse (yrs),1992,QL,QLD Western Downs and Central Highlands,49.0
10205,Agistment ($),1992,QL,QLD Western Downs and Central Highlands,4030.0
10206,Area operated at 30 June (ha),1992,QL,QLD Western Downs and Central Highlands,4726.0
10207,Barley area sown (ha),1992,QL,QLD Western Downs and Central Highlands,19.0
10208,Barley produced (t),1992,QL,QLD Western Downs and Central Highlands,9.0
10209,Barley receipts ($),1992,QL,QLD Western Downs and Central Highlands,1860.0
10210,Beef bulls at 30 June (no.),1992,QL,QLD Western Downs and Central Highlands,21.0
10211,Beef calves at 30 June (no.),1992,QL,QLD Western Downs and Central Highlands,178.0
10212,Beef cattle purchased ($),1992,QL,QLD Western Downs and Central Highlands,52900.0
10213,Beef cattle purchased (no.),1992,QL,QLD Western Downs and Central Highlands,71.0
10214,Beef cattle receipts ($),1992,QL,QLD Western Downs and Central Highlands,277970.0
10215,Beef cattle sold (no.),1992,QL,QLD Western Downs and Central Highlands,279.0
10216,Beef cattle transferred off farm (no.),1992,QL,QLD Western Downs and Central Highlands,6.0
10217,Beef cattle transferred onto farm (no.),1992,QL,QLD Western Downs and Central Highlands,1.0
10218,Beef cows at 30 June (no.),1992,QL,QLD Western Downs and Central Highlands,276.0
10219,Beef heifers at 30 June (no.),1992,QL,QLD Western Downs and Central Highlands,61.0
10220,Beef herd at 30 June (no.),1992,QL,QLD Western Downs and Central Highlands,665.0
10221,Branding rate (%),1992,QL,QLD Western Downs and Central Highlands,78.7
10222,Buildup in trading stocks ($),1992,QL,QLD Western Downs and Central Highlands,-6920.0
10223,Canola area sown (ha),1992,QL,QLD Western Downs and Central Highlands,1.0
10224,Canola produced (t),1992,QL,QLD Western Downs and Central Highlands,1.0
10225,Canola receipts ($),1992,QL,QLD Western Downs and Central Highlands,300.0
10226,Capital appreciation ($),1992,QL,QLD Western Downs and Central Highlands,-45670.0
10227,Capital at 1 July ($),1992,QL,QLD Western Downs and Central Highlands,2859430.0
10228,Change in farm debt ($),1992,QL,QLD Western Downs and Central Highlands,45390.0
10229,Contracts - cropping ($),1992,QL,QLD Western Downs and Central Highlands,6090.0
10230,Contracts - livestock ($),1992,QL,QLD Western Downs and Central Highlands,1410.0
10231,Cotton receipts ($),1992,QL,QLD Western Downs and Central Highlands,3350.0
10232,Crop and pasture chemicals ($),1992,QL,QLD Western Downs and Central Highlands,4910.0
10233,Dairy cattle at June 30 (no.),1992,QL,QLD Western Downs and Central Highlands,0.0
10234,Depreciation ($),1992,QL,QLD Western Downs and Central Highlands,45890.0
10235,Electricity ($),1992,QL,QLD Western Downs and Central Highlands,3400.0
10236,Equity ratio at 30 June (%),1992,QL,QLD Western Downs and Central Highlands,85.0
10237,Ewes at 30 June (no.),1992,QL,QLD Western Downs and Central Highlands,341.0
10238,Family share of farm income ($),1992,QL,QLD Western Downs and Central Highlands,12660.0
10239,Farm business debt at 30 June ($),1992,QL,QLD Western Downs and Central Highlands,428460.0
10240,Farm business equity June 30 ($),1992,QL,QLD Western Downs and Central Highlands,2450570.0
10241,Farm business profit ($),1992,QL,QLD Western Downs and Central Highlands,-38290.0
10242,Farm cash income ($),1992,QL,QLD Western Downs and Central Highlands,90450.0
10243,Farm liquid assets at 30 June ($),1992,QL,QLD Western Downs and Central Highlands,87910.0
10244,Fertiliser ($),1992,QL,QLD Western Downs and Central Highlands,2490.0
10245,Field peas area sown (ha),1992,QL,QLD Western Downs and Central Highlands,0.0
10246,Field peas produced (t),1992,QL,QLD Western Downs and Central Highlands,0.0
10247,Field peas receipts ($),1992,QL,QLD Western Downs and Central Highlands,0.0
10248,Fodder ($),1992,QL,QLD Western Downs and Central Highlands,29950.0
10249,Fuel oil and grease ($),1992,QL,QLD Western Downs and Central Highlands,24690.0
10250,Grain legumes area sown (ha),1992,QL,QLD Western Downs and Central Highlands,14.0
10251,Grain legumes produced (t),1992,QL,QLD Western Downs and Central Highlands,10.0
10252,Grain legumes receipts ($),1992,QL,QLD Western Downs and Central Highlands,4990.0
10253,Handling and marketing ($),1992,QL,QLD Western Downs and Central Highlands,15320.0
10254,Hours worked on farm - total (hrsperwk),1992,QL,QLD Western Downs and Central Highlands,
10255,Hours worked on farm by owner manager (hrsperwk),1992,QL,QLD Western Downs and Central Highlands,
10256,Hours worked on farm by spouse (hrsperwk),1992,QL,QLD Western Downs and Central Highlands,
10257,Imputed labor cost ($),1992,QL,QLD Western Downs and Central Highlands,75930.0
10258,Insurance ($),1992,QL,QLD Western Downs and Central Highlands,4710.0
10259,Interest paid ($),1992,QL,QLD Western Downs and Central Highlands,47410.0
10260,Lambs at 30 June (no.),1992,QL,QLD Western Downs and Central Highlands,107.0
10261,Land rent ($),1992,QL,QLD Western Downs and Central Highlands,1920.0
10262,Leasing charges ($),1992,QL,QLD Western Downs and Central Highlands,4590.0
10263,Livestock materials ($),1992,QL,QLD Western Downs and Central Highlands,5760.0
10264,Livestock transfers - inwards ($),1992,QL,QLD Western Downs and Central Highlands,460.0
10265,Livestock transfers - outward ($),1992,QL,QLD Western Downs and Central Highlands,3710.0
10266,Lupins area sown (ha),1992,QL,QLD Western Downs and Central Highlands,0.0
10267,Lupins produced (t),1992,QL,QLD Western Downs and Central Highlands,0.0
10268,Lupins receipts ($),1992,QL,QLD Western Downs and Central Highlands,0.0
10269,Net capital additions ($),1992,QL,QLD Western Downs and Central Highlands,143080.0
10270,Oats area sown (ha),1992,QL,QLD Western Downs and Central Highlands,31.0
10271,Oats produced (t),1992,QL,QLD Western Downs and Central Highlands,1.0
10272,Oats receipts ($),1992,QL,QLD Western Downs and Central Highlands,160.0
10273,Off farm contracts ($),1992,QL,QLD Western Downs and Central Highlands,12860.0
10274,Off farm sharefarming ($),1992,QL,QLD Western Downs and Central Highlands,220.0
10275,Off-farm work for owner manager (hrsperwk),1992,QL,QLD Western Downs and Central Highlands,2.0
10276,Off-farm work for spouse (hrsperwk),1992,QL,QLD Western Downs and Central Highlands,5.0
10277,Oilseeds area sown (ha),1992,QL,QLD Western Downs and Central Highlands,9.0
10278,Oilseeds produced (t),1992,QL,QLD Western Downs and Central Highlands,5.0
10279,Oilseeds receipts ($),1992,QL,QLD Western Downs and Central Highlands,9010.0
10280,Other administration expenses ($),1992,QL,QLD Western Downs and Central Highlands,6120.0
10281,Other farm income ($),1992,QL,QLD Western Downs and Central Highlands,15890.0
10282,Other livestock purchased ($),1992,QL,QLD Western Downs and Central Highlands,280.0
10283,Other livestock receipts ($),1992,QL,QLD Western Downs and Central Highlands,810.0
10284,Other materials ($),1992,QL,QLD Western Downs and Central Highlands,2670.0
10285,Other services ($),1992,QL,QLD Western Downs and Central Highlands,14520.0
10286,Payments to sharefarmers ($),1992,QL,QLD Western Downs and Central Highlands,3890.0
10287,Population,1992,QL,QLD Western Downs and Central Highlands,4336.0
10288,Produce purchased for resale ($),1992,QL,QLD Western Downs and Central Highlands,0.0
10289,Profit at full equity ($),1992,QL,QLD Western Downs and Central Highlands,13160.0
10290,Profit at full equity including capital appreciation ($),1992,QL,QLD Western Downs and Central Highlands,-32510.0
10291,Rams at 30 June (no.),1992,QL,QLD Western Downs and Central Highlands,7.0
10292,Rate of return ex. capital appreciation (%),1992,QL,QLD Western Downs and Central Highlands,0.5
10293,Rate of return inc. capital appreciation (%),1992,QL,QLD Western Downs and Central Highlands,-1.1
10294,Repairs and maintenance ($),1992,QL,QLD Western Downs and Central Highlands,40520.0
10295,Rice area sown (ha),1992,QL,QLD Western Downs and Central Highlands,0.0
10296,Sample Contributing,1992,QL,QLD Western Downs and Central Highlands,119.0
10297,Seed ($),1992,QL,QLD Western Downs and Central Highlands,7130.0
10298,Shearing crutching ($),1992,QL,QLD Western Downs and Central Highlands,5900.0
10299,Sheep and lambs shorn (no.),1992,QL,QLD Western Downs and Central Highlands,981.0
10300,Sheep flock at 30 June (no.),1992,QL,QLD Western Downs and Central Highlands,879.0
10301,Sheep purchased ($),1992,QL,QLD Western Downs and Central Highlands,1760.0
10302,Sheep purchased (no.),1992,QL,QLD Western Downs and Central Highlands,81.0
10303,Sheep receipts ($),1992,QL,QLD Western Downs and Central Highlands,4260.0
10304,Sheep sold (no.),1992,QL,QLD Western Downs and Central Highlands,221.0
10305,Shire and PPB rates ($),1992,QL,QLD Western Downs and Central Highlands,8870.0
10306,Sorghum area sown (ha),1992,QL,QLD Western Downs and Central Highlands,45.0
10307,Sorghum produced (t),1992,QL,QLD Western Downs and Central Highlands,78.0
10308,Sorghum receipts ($),1992,QL,QLD Western Downs and Central Highlands,19430.0
10309,Steers and other beef cattle at 30 June (no.),1992,QL,QLD Western Downs and Central Highlands,129.0
10310,Stores and rations ($),1992,QL,QLD Western Downs and Central Highlands,920.0
10311,Telephone ($),1992,QL,QLD Western Downs and Central Highlands,3650.0
10312,Total area cropped (ha),1992,QL,QLD Western Downs and Central Highlands,264.0
10313,Total area irrigated (ha),1992,QL,QLD Western Downs and Central Highlands,4.0
10314,Total cash costs ($),1992,QL,QLD Western Downs and Central Highlands,339090.0
10315,Total cash receipts ($),1992,QL,QLD Western Downs and Central Highlands,429540.0
10316,Total closing capital ($),1992,QL,QLD Western Downs and Central Highlands,2890980.0
10317,Total crop gross receipts ($),1992,QL,QLD Western Downs and Central Highlands,80130.0
10318,Total family income ($),1992,QL,QLD Western Downs and Central Highlands,46680.0
10319,Total freight ($),1992,QL,QLD Western Downs and Central Highlands,12110.0
10320,Total labor used (weeks),1992,QL,QLD Western Downs and Central Highlands,118.0
10321,Total non farm income ($),1992,QL,QLD Western Downs and Central Highlands,23750.0
10322,Total off farm wages ($),1992,QL,QLD Western Downs and Central Highlands,11530.0
10323,Total wool sold (kg),1992,QL,QLD Western Downs and Central Highlands,4498.0
10324,Value of land and fixed improvements ($),1992,QL,QLD Western Downs and Central Highlands,2250560.0
10325,Vet fees ($),1992,QL,QLD Western Downs and Central Highlands,180.0
10326,Wages for hired labor ($),1992,QL,QLD Western Downs and Central Highlands,15210.0
10327,Water charges ($),1992,QL,QLD Western Downs and Central Highlands,210.0
10328,Wethers at 30 June (no.),1992,QL,QLD Western Downs and Central Highlands,424.0
10329,Wheat area sown (ha),1992,QL,QLD Western Downs and Central Highlands,93.0
10330,Wheat produced (t),1992,QL,QLD Western Downs and Central Highlands,65.0
10331,Wheat receipts ($),1992,QL,QLD Western Downs and Central Highlands,31620.0
10332,Wheat sold (t),1992,QL,QLD Western Downs and Central Highlands,65.0
10333,Wool cut per head (kg),1992,QL,QLD Western Downs and Central Highlands,4.6
10334,Wool produced (kg),1992,QL,QLD Western Downs and Central Highlands,4523.0
10335,Wool receipts ($),1992,QL,QLD Western Downs and Central Highlands,33690.0
13600,AI stud fees and herd testing ($),1993,QL,QLD Cape York and the Gulf,50.0
13601,Accounting services ($),1993,QL,QLD Cape York and the Gulf,5710.0
13602,Advisory services ($),1993,QL,QLD Cape York and the Gulf,0.0
13603,Age of owner manager (yrs),1993,QL,QLD Cape York and the Gulf,51.0
13604,Age of spouse (yrs),1993,QL,QLD Cape York and the Gulf,45.0
13605,Agistment ($),1993,QL,QLD Cape York and the Gulf,11410.0
13606,Area operated at 30 June (ha),1993,QL,QLD Cape York and the Gulf,109216.0
13607,Barley area sown (ha),1993,QL,QLD Cape York and the Gulf,0.0
13608,Barley produced (t),1993,QL,QLD Cape York and the Gulf,0.0
13609,Barley receipts ($),1993,QL,QLD Cape York and the Gulf,0.0
13610,Beef bulls at 30 June (no.),1993,QL,QLD Cape York and the Gulf,119.0
13611,Beef calves at 30 June (no.),1993,QL,QLD Cape York and the Gulf,1190.0
13612,Beef cattle purchased ($),1993,QL,QLD Cape York and the Gulf,37240.0
13613,Beef cattle purchased (no.),1993,QL,QLD Cape York and the Gulf,32.0
13614,Beef cattle receipts ($),1993,QL,QLD Cape York and the Gulf,490650.0
13615,Beef cattle sold (no.),1993,QL,QLD Cape York and the Gulf,618.0
13616,Beef cattle transferred off farm (no.),1993,QL,QLD Cape York and the Gulf,356.0
13617,Beef cattle transferred onto farm (no.),1993,QL,QLD Cape York and the Gulf,175.0
13618,Beef cows at 30 June (no.),1993,QL,QLD Cape York and the Gulf,2186.0
13619,Beef heifers at 30 June (no.),1993,QL,QLD Cape York and the Gulf,647.0
13620,Beef herd at 30 June (no.),1993,QL,QLD Cape York and the Gulf,4915.0
13621,Branding rate (%),1993,QL,QLD Cape York and the Gulf,66.8
13622,Buildup in trading stocks ($),1993,QL,QLD Cape York and the Gulf,132940.0
13623,Canola area sown (ha),1993,QL,QLD Cape York and the Gulf,0.0
13624,Canola produced (t),1993,QL,QLD Cape York and the Gulf,0.0
13625,Canola receipts ($),1993,QL,QLD Cape York and the Gulf,0.0
13626,Capital appreciation ($),1993,QL,QLD Cape York and the Gulf,-214690.0
13627,Capital at 1 July ($),1993,QL,QLD Cape York and the Gulf,4294440.0
